date,Quota A,Quota B,Quota C,Quota D,Quota E,Quota Premium A,Quota Premium B,Quota Premium C,Quota Premium D,Quota Premium E,Total Bids Received A,Total Bids Received B,Total Bids Received C,Total Bids Received D,Total Bids Received E,Number of Successful Bids A,Number of Successful Bids B,Number of Successful Bids C,Number of Successful Bids D,Number of Successful Bids E,Resident Households Average Per Pax,Resident Households Median Per Pax,Resident Employed Households Average Per Pax,Resident Employed Households Median Per Pax,Resident Households Average,Resident Households Median1/,Resident Employed Households Average,Resident Employed Households Median1/,MAS Core Inflation Measure (Index),GDP At Current Market Prices,  Goods Producing Industries,    Manufacturing,    Construction,    Utilities,    Other Goods Industries,  Services Producing Industries,    Wholesale & Retail Trade,    Transportation & Storage,    Accommodation & Food Services,    Information & Communications,    Finance & Insurance,"    Real Estate, Professional Services And Administrative & Support Services",    Other Services Industries,  Ownership Of Dwellings,  Gross Value Added At Basic Prices,  Add: Taxes On Products,Household Net Worth,  Assets,    Financial Assets,      Currency & Deposits,      Shares & Securities,        Listed Shares,        Unlisted Shares,        Unit Trusts & Investment Funds,      Life Insurance,      Central Provident Fund (CPF),      Pension Funds,    Residential Property Assets,      Public Housing,      Private Housing,  Liabilities,    Mortgage Loans,      Financial Institutions,      Housing & Development Board (HDB),    Personal Loans,      Motor Vehicle,      Credit/Charge Cards,      Others,Close/Last,Personal Disposable Income (Million Dollars),Personal Saving (Million Dollars),Personal Saving Rate (Per Cent),Rail Length (Kilometres),  Mass Rapid Transit (MRT) (Kilometres),  Light Rail Transit (LRT) (Kilometres),MRT km Operated (Thousand Train-Kilometres),LRT km Operated (Thousand Car-Kilometres),Average Daily Ridership - MRT (Thousand Passenger-Trips),Average Daily Ridership - LRT (Thousand Passenger-Trips),Average Daily Ridership - Bus (Thousand Passenger-Trips),Average Daily Trip - Point-To-Point (P2P) Transport (Taxis And Private Hire Cars) (Thousand Daily-Trips),Bus,LRT,MRT
2017-05-15,1920,1325,1085,476,532,46489,53001,30600,6101,52000,2601,1725,2492,602,731,1913,1325,1084,470,506,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.177,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1681089.8,2012412.8,1136981.6,411532.2,198161.5,90317.8,31486.6,76357.1,165295.7,345711.5,16280.7,875431.2,418072.8,457358.4,331323.0,237540.0,198138.7,39401.3,93783.0,9999.0,11176.7,72607.3,48.85,54668.3,13503.1,24.7,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-06-01,1898,1325,1091,476,528,45201,50110,38501,6101,50526,2245,1582,2309,743,878,1893,1324,1087,455,528,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.171,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1681089.8,2012412.8,1136981.6,411532.2,198161.5,90317.8,31486.6,76357.1,165295.7,345711.5,16280.7,875431.2,418072.8,457358.4,331323.0,237540.0,198138.7,39401.3,93783.0,9999.0,11176.7,72607.3,48.36,54668.3,13503.1,24.7,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-06-15,1906,1321,1086,459,553,42801,47501,36879,6001,48001,2302,1651,2125,931,925,1898,1320,1085,360,519,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.171,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1681089.8,2012412.8,1136981.6,411532.2,198161.5,90317.8,31486.6,76357.1,165295.7,345711.5,16280.7,875431.2,418072.8,457358.4,331323.0,237540.0,198138.7,39401.3,93783.0,9999.0,11176.7,72607.3,44.46,54668.3,13503.1,24.7,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-07-01,1904,1322,1088,474,528,42801,49802,40212,6001,49899,2296,1910,2189,819,872,1902,1321,1078,377,521,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.475,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1703850.2,2039745.0,1152762.5,413473.8,200770.8,90556.5,31670.1,78544.3,169014.4,353085.1,16418.4,886982.5,420977.5,466005.0,335894.9,240047.2,200318.8,39728.4,95847.7,10123.7,11006.5,74717.5,47.07,56215.4,15343.1,27.3,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-07-15,1907,1322,1085,552,562,44002,50001,42809,5851,50101,2389,1784,1943,1044,941,1905,1314,1084,424,516,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.475,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1703850.2,2039745.0,1152762.5,413473.8,200770.8,90556.5,31670.1,78544.3,169014.4,353085.1,16418.4,886982.5,420977.5,466005.0,335894.9,240047.2,200318.8,39728.4,95847.7,10123.7,11006.5,74717.5,46.02,56215.4,15343.1,27.3,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-08-01,1817,1286,454,574,547,46778,53711,42801,5701,52751,2403,1978,742,879,822,1812,1281,445,508,545,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.444,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1703850.2,2039745.0,1152762.5,413473.8,200770.8,90556.5,31670.1,78544.3,169014.4,353085.1,16418.4,886982.5,420977.5,466005.0,335894.9,240047.2,200318.8,39728.4,95847.7,10123.7,11006.5,74717.5,49.16,56215.4,15343.1,27.3,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-08-15,1817,1293,445,605,586,42900,51000,42004,3512,50000,2148,1683,836,1069,781,1817,1290,436,588,562,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.444,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1703850.2,2039745.0,1152762.5,413473.8,200770.8,90556.5,31670.1,78544.3,169014.4,353085.1,16418.4,886982.5,420977.5,466005.0,335894.9,240047.2,200318.8,39728.4,95847.7,10123.7,11006.5,74717.5,47.55,56215.4,15343.1,27.3,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-09-01,1820,1290,453,543,543,36001,49000,43002,5402,48005,2195,1704,695,871,805,1806,1290,406,535,543,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.555,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1703850.2,2039745.0,1152762.5,413473.8,200770.8,90556.5,31670.1,78544.3,169014.4,353085.1,16418.4,886982.5,420977.5,466005.0,335894.9,240047.2,200318.8,39728.4,95847.7,10123.7,11006.5,74717.5,47.29,56215.4,15343.1,27.3,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-09-15,1815,1288,453,494,565,42902,49189,46890,5501,49012,3469,1859,706,727,905,1815,1288,453,493,563,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.555,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1703850.2,2039745.0,1152762.5,413473.8,200770.8,90556.5,31670.1,78544.3,169014.4,353085.1,16418.4,886982.5,420977.5,466005.0,335894.9,240047.2,200318.8,39728.4,95847.7,10123.7,11006.5,74717.5,49.89,56215.4,15343.1,27.3,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-10-01,1829,1285,492,485,540,41761,48109,48902,5010,49000,2808,1646,723,721,869,1827,1284,492,484,528,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.705,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1733335.4,2075155.0,1180614.9,419107.4,208123.3,95053.8,31746.0,81323.5,177313.5,359514.6,16556.1,894540.1,421000.6,473539.5,341819.7,243904.1,203511.6,40392.5,97915.5,10441.9,11624.9,75848.6,50.58,62239.1,18161.1,29.2,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-10-15,1815,1285,445,478,542,41617,49996,51890,4903,52000,2391,1718,611,687,809,1809,1277,443,449,539,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.705,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1733335.4,2075155.0,1180614.9,419107.4,208123.3,95053.8,31746.0,81323.5,177313.5,359514.6,16556.1,894540.1,421000.6,473539.5,341819.7,243904.1,203511.6,40392.5,97915.5,10441.9,11624.9,75848.6,51.87,62239.1,18161.1,29.2,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-11-01,1683,1376,242,509,524,47112,57414,58036,5502,57000,3430,2515,375,683,867,1683,1375,200,502,495,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.743,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1733335.4,2075155.0,1180614.9,419107.4,208123.3,95053.8,31746.0,81323.5,177313.5,359514.6,16556.1,894540.1,421000.6,473539.5,341819.7,243904.1,203511.6,40392.5,97915.5,10441.9,11624.9,75848.6,54.3,62239.1,18161.1,29.2,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-11-15,1686,1383,244,538,516,46791,57390,57701,5992,57501,2721,2173,356,708,844,1679,1383,241,533,498,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.743,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1733335.4,2075155.0,1180614.9,419107.4,208123.3,95053.8,31746.0,81323.5,177313.5,359514.6,16556.1,894540.1,421000.6,473539.5,341819.7,243904.1,203511.6,40392.5,97915.5,10441.9,11624.9,75848.6,55.33,62239.1,18161.1,29.2,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-12-01,1680,1375,285,516,542,42339,53711,42000,6552,54334,2158,1805,454,791,831,1667,1375,279,500,537,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.837,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1733335.4,2075155.0,1180614.9,419107.4,208123.3,95053.8,31746.0,81323.5,177313.5,359514.6,16556.1,894540.1,421000.6,473539.5,341819.7,243904.1,203511.6,40392.5,97915.5,10441.9,11624.9,75848.6,58.36,62239.1,18161.1,29.2,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2017-12-15,1687,1374,246,514,531,38200,47002,45112,7501,48011,1970,1634,482,743,1003,1654,1367,232,458,529,3383.0,2344.0,3835.0,2699.0,10610.0,7850.0,12027.0,9023.0,97.837,473915.7,111655.9,88069.4,17944.1,5496.6,145.8,315949.8,82147.7,31605.0,9342.6,18768.8,56973.6,66736.0,50376.1,17436.2,445041.9,28873.8,1733335.4,2075155.0,1180614.9,419107.4,208123.3,95053.8,31746.0,81323.5,177313.5,359514.6,16556.1,894540.1,421000.6,473539.5,341819.7,243904.1,203511.6,40392.5,97915.5,10441.9,11624.9,75848.6,57.3,62239.1,18161.1,29.2,228.1,199.3,28.8,36278.0,7233.0,3122.0,190.0,3952.0,755.0,3952000.0,190000.0,3122000.0
2018-01-01,1693,1374,249,525,518,41400,45289,40101,7701,47390,2264,1811,458,919,923,1693,1368,247,413,518,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.112,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1768886.8,2113022.2,1195618.6,427806.5,205719.4,95659.3,31665.8,78394.4,177025.9,368453.7,16613.1,917403.6,418852.4,498551.2,344135.4,245557.4,204910.6,40646.8,98577.9,10515.7,11344.5,76717.7,60.37,63747.9,20999.0,32.9,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-01-15,1713,1381,257,565,515,36890,42661,39000,8001,44000,1938,1654,399,786,817,1708,1380,247,500,495,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.112,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1768886.8,2113022.2,1195618.6,427806.5,205719.4,95659.3,31665.8,78394.4,177025.9,368453.7,16613.1,917403.6,418852.4,498551.2,344135.4,245557.4,204910.6,40646.8,98577.9,10515.7,11344.5,76717.7,63.73,63747.9,20999.0,32.9,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-02-01,1557,1396,249,624,566,40000,42322,38303,8451,39903,2389,1831,486,933,790,1534,1396,249,608,562,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.507,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1768886.8,2113022.2,1195618.6,427806.5,205719.4,95659.3,31665.8,78394.4,177025.9,368453.7,16613.1,917403.6,418852.4,498551.2,344135.4,245557.4,204910.6,40646.8,98577.9,10515.7,11344.5,76717.7,65.8,63747.9,20999.0,32.9,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-02-15,1562,1391,257,577,586,36810,39000,36859,7667,38801,2073,1744,489,1073,1216,1561,1379,256,568,581,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.507,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1768886.8,2113022.2,1195618.6,427806.5,205719.4,95659.3,31665.8,78394.4,177025.9,368453.7,16613.1,917403.6,418852.4,498551.2,344135.4,245557.4,204910.6,40646.8,98577.9,10515.7,11344.5,76717.7,61.34,63747.9,20999.0,32.9,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-03-01,1580,1390,247,528,571,38830,39001,36003,8009,39000,2405,1731,446,885,967,1572,1390,202,525,525,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.356,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1768886.8,2113022.2,1195618.6,427806.5,205719.4,95659.3,31665.8,78394.4,177025.9,368453.7,16613.1,917403.6,418852.4,498551.2,344135.4,245557.4,204910.6,40646.8,98577.9,10515.7,11344.5,76717.7,60.99,63747.9,20999.0,32.9,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-03-15,1559,1402,247,522,571,38000,37010,35001,7602,38000,2117,1639,378,803,977,1551,1374,234,517,564,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.356,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1768886.8,2113022.2,1195618.6,427806.5,205719.4,95659.3,31665.8,78394.4,177025.9,368453.7,16613.1,917403.6,418852.4,498551.2,344135.4,245557.4,204910.6,40646.8,98577.9,10515.7,11344.5,76717.7,61.19,63747.9,20999.0,32.9,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-04-01,1566,1389,292,516,612,37000,37605,34001,7114,38039,1888,1689,500,953,967,1564,1388,290,483,604,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.613,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1805178.1,2150254.7,1208134.2,433096.3,201257.4,89991.2,31472.0,79794.2,180507.9,376635.4,16637.2,942120.6,422192.2,519928.4,345076.6,246576.9,206293.4,40283.5,98499.7,10850.3,11635.9,76013.5,63.01,57613.2,14022.7,24.3,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-04-15,1566,1417,260,518,573,38510,37330,34202,7115,38389,2027,1919,461,727,1027,1566,1414,181,515,571,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.613,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1805178.1,2150254.7,1208134.2,433096.3,201257.4,89991.2,31472.0,79794.2,180507.9,376635.4,16637.2,942120.6,422192.2,519928.4,345076.6,246576.9,206293.4,40283.5,98499.7,10850.3,11635.9,76013.5,66.22,57613.2,14022.7,24.3,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-05-01,1435,1280,308,560,565,38941,38501,33190,7204,38600,1836,2155,611,1171,1008,1428,1267,188,515,562,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.627,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1805178.1,2150254.7,1208134.2,433096.3,201257.4,89991.2,31472.0,79794.2,180507.9,376635.4,16637.2,942120.6,422192.2,519928.4,345076.6,246576.9,206293.4,40283.5,98499.7,10850.3,11635.9,76013.5,67.25,57613.2,14022.7,24.3,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-05-15,1434,1283,385,529,558,38001,37989,29901,7115,38700,1805,1915,786,898,836,1422,1247,382,529,533,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.627,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1805178.1,2150254.7,1208134.2,433096.3,201257.4,89991.2,31472.0,79794.2,180507.9,376635.4,16637.2,942120.6,422192.2,519928.4,345076.6,246576.9,206293.4,40283.5,98499.7,10850.3,11635.9,76013.5,71.31,57613.2,14022.7,24.3,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-06-01,1441,1293,425,572,559,36426,36000,29902,7001,37000,1696,1727,685,828,927,1440,1285,417,487,525,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.812,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1805178.1,2150254.7,1208134.2,433096.3,201257.4,89991.2,31472.0,79794.2,180507.9,376635.4,16637.2,942120.6,422192.2,519928.4,345076.6,246576.9,206293.4,40283.5,98499.7,10850.3,11635.9,76013.5,65.81,57613.2,14022.7,24.3,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-06-15,1446,1316,308,527,581,34110,33900,32001,6889,34400,1818,1729,548,771,868,1437,1311,293,517,580,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,98.812,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1805178.1,2150254.7,1208134.2,433096.3,201257.4,89991.2,31472.0,79794.2,180507.9,376635.4,16637.2,942120.6,422192.2,519928.4,345076.6,246576.9,206293.4,40283.5,98499.7,10850.3,11635.9,76013.5,65.06,57613.2,14022.7,24.3,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-07-01,1435,1288,313,612,591,25000,31000,31092,6514,31001,1626,1637,535,807,975,1427,1288,272,587,582,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,99.311,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1824716.5,2170357.4,1221822.2,433988.1,201734.7,89962.5,31278.2,80494.0,185439.0,383965.0,16695.4,948535.2,421013.9,527521.3,345640.9,247283.5,207097.8,40185.7,98357.4,10961.0,11791.3,75605.1,73.94,59277.8,16306.3,27.5,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-07-15,1443,1285,320,537,558,32699,32551,30889,6189,32809,3100,1919,538,772,1082,1412,1278,249,533,558,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,99.311,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1824716.5,2170357.4,1221822.2,433988.1,201734.7,89962.5,31278.2,80494.0,185439.0,383965.0,16695.4,948535.2,421013.9,527521.3,345640.9,247283.5,207097.8,40185.7,98357.4,10961.0,11791.3,75605.1,68.06,59277.8,16306.3,27.5,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-08-01,1672,1265,379,845,536,33798,34381,30389,5514,33420,3633,2132,549,1208,896,1672,1256,330,791,524,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,99.312,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1824716.5,2170357.4,1221822.2,433988.1,201734.7,89962.5,31278.2,80494.0,185439.0,383965.0,16695.4,948535.2,421013.9,527521.3,345640.9,247283.5,207097.8,40185.7,98357.4,10961.0,11791.3,75605.1,67.66,59277.8,16306.3,27.5,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-08-15,1695,1272,409,824,527,31997,32429,29902,4889,32311,2948,2031,635,1176,927,1695,1259,204,823,525,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,99.312,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1824716.5,2170357.4,1221822.2,433988.1,201734.7,89962.5,31278.2,80494.0,185439.0,383965.0,16695.4,948535.2,421013.9,527521.3,345640.9,247283.5,207097.8,40185.7,98357.4,10961.0,11791.3,75605.1,65.01,59277.8,16306.3,27.5,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-09-01,1664,1274,386,874,540,30209,32001,27001,4390,31801,2488,1959,612,1213,1006,1661,1268,381,867,506,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,99.345,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1824716.5,2170357.4,1221822.2,433988.1,201734.7,89962.5,31278.2,80494.0,185439.0,383965.0,16695.4,948535.2,421013.9,527521.3,345640.9,247283.5,207097.8,40185.7,98357.4,10961.0,11791.3,75605.1,69.87,59277.8,16306.3,27.5,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-09-15,1664,1278,542,821,530,28000,31307,27104,4214,32000,2059,1859,921,1098,928,1655,1269,529,821,519,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,99.345,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1824716.5,2170357.4,1221822.2,433988.1,201734.7,89962.5,31278.2,80494.0,185439.0,383965.0,16695.4,948535.2,421013.9,527521.3,345640.9,247283.5,207097.8,40185.7,98357.4,10961.0,11791.3,75605.1,68.91,59277.8,16306.3,27.5,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
2018-10-01,1668,1271,342,827,561,28457,31301,28501,4109,32552,2059,1886,522,1140,1066,1665,1241,340,809,543,3488.0,2425.0,3969.0,2792.0,10664.0,7955.0,12137.0,9293.0,99.527,508495.1,129248.4,105443.1,17840.7,5811.4,153.2,334917.7,89284.7,30827.5,9812.3,19908.5,62714.7,69839.3,52530.7,17751.0,481917.1,26578.0,1824530.4,2170504.3,1223538.8,440065.0,190704.6,85561.7,31197.9,73944.9,184898.2,391117.5,16753.5,946965.5,420062.0,526903.5,345974.0,248040.2,207616.0,40424.2,97933.8,11097.7,12289.5,74546.7,75.3,65689.8,19902.4,30.3,228.1,199.3,28.8,40700.0,7302.0,3302.0,199.0,4037.0,755.0,4037000.0,199000.0,3302000.0
